https://web.35-93-6-32.cprapid.com/Poste/it/ http://www.phishtank.com/phish_detail.php?phish_id=7976758
https://psp.185-174-136-55.cprapid.com/p2p/ http://www.phishtank.com/phish_detail.php?phish_id=7976757
https://otp.52-35-24-132.cprapid.com/pp/ http://www.phishtank.com/phish_detail.php?phish_id=7976755
http://applicazione-bp.de/bancoposta/conti-correnti/Banco_it/app.html http://www.phishtank.com/phish_detail.php?phish_id=7976753
https://mysl-10875.weeblysite.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976751
https://www.citizen8unlock.duckdns.org/unlock.html http://www.phishtank.com/phish_detail.php?phish_id=7976747
https://thulasmanga.co.za/host9/admin/ http://www.phishtank.com/phish_detail.php?phish_id=7976746
https://storageapi.fleek.co/6c566d2f-6b4a-460b-aab3-0db6cb68032f-bucket/drey.htm http://www.phishtank.com/phish_detail.php?phish_id=7976744
https://plataformacashfinanceros.online/ http://www.phishtank.com/phish_detail.php?phish_id=7976743
https://rsd5gg.web.app/ http://www.phishtank.com/phish_detail.php?phish_id=7976740
https://ipfs.io/ipfs/QmNjmfvFMqKshUyKoR8BbLusm9yM11myG91nqJmAXXAFy9 http://www.phishtank.com/phish_detail.php?phish_id=7976739
https://confira-tudoonline-limites.com/hipercard/ http://www.phishtank.com/phish_detail.php?phish_id=7976734
https://confira-tudoonline-limites.com/hipercard/?userID=&uri=A2m4ZlIsNK9R+158p2z575q/Hl2CzqXBbOmtQH1mb4c= http://www.phishtank.com/phish_detail.php?phish_id=7976735
https://bancolombia.sucursallbanco.repl.co/ http://www.phishtank.com/phish_detail.php?phish_id=7976733
https://accessible-opaque-tang.glitch.me/jaco.shtml http://www.phishtank.com/phish_detail.php?phish_id=7976732
https://coge.la/infoApp http://www.phishtank.com/phish_detail.php?phish_id=7976730
https://info.44-201-101-51.cprapid.com/ib/ http://www.phishtank.com/phish_detail.php?phish_id=7976729
http://coge.la/infoApp http://www.phishtank.com/phish_detail.php?phish_id=7976728
https://islamicharakatparty.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976725
https://tinyurl.com/disconosciaccesoit http://www.phishtank.com/phish_detail.php?phish_id=7976724
https://e.vg/clientibper http://www.phishtank.com/phish_detail.php?phish_id=7976719
https://bper-sistema-area-clienti-webapp.cfolks.pl/mobile/webapp/device/client0/login/area-riservata.php http://www.phishtank.com/phish_detail.php?phish_id=7976718
https://bper-sistema-area-clienti-webapp.cfolks.pl/mobile/webapp/device/client0/login/ http://www.phishtank.com/phish_detail.php?phish_id=7976717
https://ne12juridcanetempresa.blogspot.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976716
http://ypgaobhkig.duckdns.org http://www.phishtank.com/phish_detail.php?phish_id=7976707
http://yfarzmakuh.duckdns.org http://www.phishtank.com/phish_detail.php?phish_id=7976704
https://app.34-220-91-148.cprapid.com/it/ http://www.phishtank.com/phish_detail.php?phish_id=7976703
http://yenrdxyhuo.duckdns.org http://www.phishtank.com/phish_detail.php?phish_id=7976702
http://ydrzvvrzos.duckdns.org http://www.phishtank.com/phish_detail.php?phish_id=7976699
https://app.34-220-91-148.cprapid.com/bp/ http://www.phishtank.com/phish_detail.php?phish_id=7976698
https://coge.la/moduloinfo http://www.phishtank.com/phish_detail.php?phish_id=7976697
https://ijefj9.weeblysite.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976686
https://mailyahoosignin.wixsite.com/ym-activity http://www.phishtank.com/phish_detail.php?phish_id=7976677
https://attntmail.weebly.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976676
https://help-renseignement-cloud.partre.eu/886580eaa2b694009b4700077c8e322d886580eaa2b694009b4700077c8e322d/?hipay-pp=1061f8f43bd3127aecdf26252e410691&redirect=https://www.ovh.com/cgi-bin/sso/discourse.cgi?sso=bm9uY2U9NTdiYzZjMTBjODM2YmI2ODJhOWI3ODRlYTIwNjMzOWYmcmV0dXJu%0aX3Nzb191cmw9aHR0cCUzQSUyRiUyRmNvbW11bml0eS5vdmguY29tJTJGc2Vz%0ac2lvbiUyRnNzb19sb2dpbg==%0a&sig=f6d06427a4d8e6c3947ce9d84e195ff567e97c191289458b2cd5acfd1c40d838&step=2&cur=home http://www.phishtank.com/phish_detail.php?phish_id=7976666
https://soypdc.com/swiss.php http://www.phishtank.com/phish_detail.php?phish_id=7976663
https://pxlme.me/httpstelenet.be http://www.phishtank.com/phish_detail.php?phish_id=7976662
https://www.breakingreport24.com/accedi/AreaBper http://www.phishtank.com/phish_detail.php?phish_id=7976646
https://www.breakingreport24.com/accedi/AreaBper/ http://www.phishtank.com/phish_detail.php?phish_id=7976645
https://tinyurl.com/ServiziobperBancaweb http://www.phishtank.com/phish_detail.php?phish_id=7976644
http://admissionsnursing.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976641
https://my-site-105378-106380.weeblysite.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976640
https://bttinternet.godaddysites.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976639
https://bt-107118.weeblysite.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976638
https://bbrrrroooooaaaaaadddddbbnnd000.godaddysites.com/ http://www.phishtank.com/phish_detail.php?phish_id=7976637
